Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
b12e6ef9-eb8b-4c57-e472-2db5bfbbe9b9,1972-01-10,,999-36-4206,S99984408,X25443623X,Mrs.,Jacquline932,,Keeling57,,Corkery305,M,white,nonhispanic,F,Los Angeles  California  US,226 Hickle Underpass Apt 32,Petaluma,California,Sonoma County,6097,94951,38.209674602526654,-122.68614244238326,480497.42,1456523.25,155502
def3019c-9e63-bfdd-f9b9-2a68f9d37cb1,1996-05-05,,999-94-1963,S99989666,X65681216X,Mr.,Raúl937,Octavio643,Arredondo74,,,M,asian,hispanic,M,Caracas  Capital District  VE,804 Haag Junction,Los Angeles,California,Los Angeles County,6037,90025,33.85124969247728,-118.33662025229653,5450.00,150964.24,13499
e6e11ef5-996b-e99f-ccfa-9f0e856b64a1,1984-06-21,,999-27-7647,S99989959,X69473905X,Mr.,Ernesto186,,Sanabria449,,,M,white,hispanic,M,Gaudalajara  Jalisco  MX,269 Lowe Viaduct,Indio,California,Riverside County,6065,92201,33.69562665435196,-116.16157982828129,103669.94,31024.16,244066
cf505cff-77a5-8f05-051b-2c97c4d36554,1966-04-29,,999-51-6343,S99977390,X77319496X,Mr.,Kristopher775,Angelo118,Glover433,,,D,white,hispanic,M,Los Angeles  California  US,129 Kovacek Rue,Pasadena,California,Los Angeles County,6037,91108,34.10442315779702,-118.14078130596911,162029.31,1065214.81,32208
efa77140-9307-6e94-4db7-c20f2c9b41ba,1991-11-21,,999-28-9946,S99928840,X23917868X,Mrs.,Cody889,Wilhelmina724,Aufderhar910,,Braun514,M,white,nonhispanic,F,San Francisco  California  US,304 Wehner Underpass,Poway,California,San Diego County,6073,92064,33.05753550675331,-116.84959933472378,171336.40,965645.32,76488
df47896a-8e9d-4bfd-80f0-e66ddf0fc42a,2017-07-30,,999-12-7749,,,,Edgar153,Domenic627,Gaylord332,,,,asian,nonhispanic,M,Riverside  California  US,653 Bashirian Gateway,Huntington Beach,California,Orange County,6059,92646,33.736409993621415,-118.05783696286764,2334.20,32032.96,36377
b53b98c7-62ec-702d-50c2-33595ad4de13,2002-08-30,,999-90-8754,S99934381,X2004183X,Ms.,Chelsie189,Carlita746,Kuhic920,,,,white,nonhispanic,F,Winton  California  US,178 Bayer Arcade Suite 50,Oakland,California,Alameda County,6001,94602,37.84915528719774,-122.26182904926661,80525.84,233038.33,114444
608b3a14-9a28-e814-1072-a3338ac6a1a3,1986-10-20,,999-65-8463,S99986027,X51986383X,Mrs.,Ángela136,Antonia30,Cisneros174,,Atencio773,M,white,hispanic,F,Mexico City  Mexico City  MX,429 Mosciski Lane Unit 81,Los Angeles,California,Los Angeles County,6037,91344,33.99385444656365,-118.4069276092849,470576.38,991181.41,78779
a11afdeb-01f3-fb56-56a4-fa49b4f8d37f,1989-01-23,,999-69-8667,S99950502,X58919350X,Mrs.,Marcela739,Amalia471,Tejada731,,Montez99,M,white,hispanic,F,Carolina  Puerto Rico  PR,737 Hettinger Underpass Apt 1,Los Angeles,California,Los Angeles County,6037,90046,34.04685659036868,-118.28711031042509,524165.20,803651.27,50755
4139158f-3faa-6e79-c736-c8fc60d01b53,1997-05-05,,999-15-3571,S99914900,X13810812X,Mr.,Mark765,Jerry654,Reichert620,,,M,black,nonhispanic,M,Brawley  California  US,108 Durgan Parade,San Marcos,California,San Diego County,6073,92029,33.16155083522709,-117.13850940029243,141977.77,906290.48,64337
ede22178-27ab-4d30-9fc2-de204f4c502e,2019-06-08,,999-42-4797,,,,Kendrick479,,Crooks415,,,,white,nonhispanic,M,San Jose  California  US,1033 Sipes Club Suite 66,Bakersfield,California,Kern County,6029,93312,35.346606364420175,-119.25432662725805,1184.05,28649.57,5562
d5641082-9130-6664-b003-c9a68a52f516,2012-11-03,,999-42-8574,,,,Rosa195,Elena945,Solorio55,,,,white,hispanic,F,Guatemala City  Guatemala  GT,453 Harris Brook,Los Angeles,California,Los Angeles County,6037,90094,34.31077588388391,-118.1937210909987,2199.78,38663.10,36705
c7168db6-dfb7-0839-eaff-3b2d3c9c007f,2020-02-05,,999-28-2238,,,,Eric487,Forest317,Schulist381,,,,white,nonhispanic,M,Dixon  California  US,161 Davis Street,Sacramento,California,Sacramento County,6067,95834,38.555668610363114,-121.46622883906262,900.00,20882.28,12253
6cc0383f-42bb-45e5-df80-884584e03147,2010-11-25,,999-24-6248,,,,Fran41,Onie555,Marvin195,,,,white,nonhispanic,F,Bakersfield  California  US,1000 Runolfsdottir Port Unit 41,Los Angeles,California,Los Angeles County,6037,91331,34.137667297179405,-118.40966813450964,40850.36,10760.03,60423
5e8bf090-6189-162d-ab81-679c5ed68d99,1948-03-15,2008-10-26,999-31-9488,S99961822,X59574656X,Mr.,Víctor493,Mateo562,González124,,,M,white,hispanic,M,Lima  Lima Province  PE,963 Wiegand Station,Temecula,California,Riverside County,6065,92592,33.46997135251317,-117.02180665928515,319418.79,1137.49,79216
9654eb71-2b6f-1730-cc57-8c46a902e097,1946-04-13,1971-01-01,999-15-7764,S99952178,X66631380X,Mr.,Alton320,Chung121,Gorczany269,,,,white,nonhispanic,M,West Whittier-Los Nietos  California  US,804 Heaney Arcade,Fresno,California,Fresno County,6019,93703,36.80510183921484,-119.8068627725019,80592.44,0.00,53138
b997d1b4-5878-a341-bf06-5d4c87838617,1961-11-29,,999-17-7982,S99969717,X41802722X,Mrs.,Manuela585,Margarita164,Cantú190,,Collazo246,M,white,hispanic,F,Santiago  Santiago Province  CL,979 Kertzmann Spur Suite 43,Long Beach,California,Los Angeles County,6059,90740,33.81603496505456,-118.14433846662611,113982.00,504150.74,26152
b95d0997-dc65-8a28-0c46-cae7a09c7540,1994-01-14,,999-72-9645,S99946594,X37314116X,Mr.,Merle11,Gonzalo160,Schmidt332,,,M,white,nonhispanic,M,Los Angeles  California  US,457 Murazik Quay,San Diego,California,San Diego County,6073,92064,32.81459619958518,-117.19868033046502,66581.26,23596.09,71058
bcfabdef-6a3d-cee0-02f1-c418ab31cdb6,1964-05-03,,999-79-4509,S99979831,X43460587X,Mr.,Herschel574,,Howe413,,,S,asian,nonhispanic,M,Camarillo  California  US,1099 Ryan Ramp Suite 85,Altadena,California,Los Angeles County,6037,91001,34.24423761494967,-118.16214462819464,177938.34,56433.68,98594
b4562d3c-8b39-ac25-a452-67f6cd4e43d0,1971-03-24,,999-29-4721,S99938432,X15543101X,Mr.,Armand155,Milan77,Cormier289,,,M,white,hispanic,M,Rancho Murieta  California  US,774 Rippin Flat,San Diego,California,San Diego County,6073,92113,32.96966301553229,-117.29498041611102,45856.15,1936241.93,20650
0298246e-e19e-02f6-b010-af50657bf286,1992-05-09,,999-15-5648,S99999732,X62125464X,Ms.,Tien590,,Kling921,,,S,white,nonhispanic,F,Orange  California  US,746 Mosciski Heights Apt 97,Hesperia,California,San Bernardino County,6071,92308,34.39094601423022,-117.27894698020748,170243.58,331710.09,288368
082d5a1d-7a97-b936-48a3-44110f7806e2,2012-04-09,,999-63-6812,,,,Dusty207,Carroll471,Eichmann909,,,,white,nonhispanic,F,Victorville  California  US,848 Bauch Passage,Los Angeles,California,Los Angeles County,6037,90011,34.26393985992975,-118.21624855208744,3341.99,255508.79,42942
ccc0115b-2511-3324-eda3-bea81466a2bb,2006-04-23,,999-32-8359,S99949886,,Ms.,Joella167,Solange45,Runte676,,,,white,hispanic,F,Long Beach  California  US,314 Bayer Neck Apt 37,Madera,California,Madera County,6039,93638,37.092726075903904,-120.07238639444256,97382.91,43732.01,78441
fd1a89d9-0fae-24ce-3a2d-accd899c1176,1962-10-05,,999-24-1456,S99941521,X81394093X,Mr.,Jack927,Clifton91,Kovacek682,,,S,white,hispanic,M,San Diego  California  US,608 Swift Camp Apt 33,Irvine,California,Orange County,6059,92604,33.76461842166702,-117.62810955754652,142458.78,285633.45,591384
3e8f578a-4dd2-3318-92f2-10feb3aa0ff0,1984-09-04,,999-80-2249,S99951390,X39003682X,Mr.,José Emilio366,Claudio955,Reyna401,,,M,white,hispanic,M,Guatemala City  Guatemala  GT,901 Smith Byway Apt 57,Fontana,California,San Bernardino County,6071,92377,34.121548974593786,-117.50395837855513,147465.41,73155.63,65108
e95cbddf-dbf2-c8e8-1762-128a5e864f8d,1974-03-29,,999-86-6793,S99927062,X86177869X,Mrs.,Quiana329,Shirly501,Rice937,,Hoeger474,M,white,nonhispanic,F,Los Angeles  California  US,891 Prohaska Center Unit 0,Inglewood,California,Los Angeles County,6037,90250,33.96716571644541,-118.43657749999392,29502.36,2979494.73,18488
8efaadcd-192b-e197-52b8-2be2be2fec26,1956-01-30,,999-60-5460,S99944233,X87346460X,Ms.,Tai836,Takako793,Haag279,,,S,white,hispanic,F,San Clemente  California  US,880 McLaughlin Parade Unit 33,Cupertino,California,Santa Clara County,6085,95070,37.369349739426376,-122.00078723312724,423168.96,1209412.59,721687
547788a1-f4bb-e33d-5e09-f371b795025b,2023-01-14,,999-62-6971,,,,Jeniffer557,,Jast432,,,,white,hispanic,F,Encinitas  California  US,368 Feil Route,Cathedral City,California,Riverside County,6065,92241,33.76145567120418,-116.45772193446267,600.00,14227.67,7869
9a2fe216-9882-a1c3-644a-ca0ff78f5d4b,2005-12-14,,999-62-4418,S99929900,X18485184X,Ms.,Sylvia544,,Koelpin146,,,,white,nonhispanic,F,Franklin  California  US,614 Little Arcade,Vallejo,California,Solano County,6095,94591,38.11665779957331,-122.28630446533818,93387.76,11843.31,159076
50518f29-556a-d1f7-6121-a4333b112570,1948-03-15,2000-05-15,999-97-6034,S99986146,X72266887X,Mr.,Diego848,Miguel Ángel46,Córdova800,,,M,white,hispanic,M,Port-au-Prince  Haiti  HT,748 Turner Fork,Temecula,California,Riverside County,6065,92562,33.5016544147365,-117.04167823272596,243239.40,0.00,79216
9769683c-08e7-53e3-59f8-5550a899ccb3,1951-03-13,,999-49-3284,S99967433,X37266645X,Mrs.,Shanita956,Tisha655,Runolfsson901,,Rippin620,M,white,nonhispanic,F,Escondido  California  US,1075 Runte Vale,Union City,California,Alameda County,6001,94552,37.584109218174284,-122.02034390697142,928259.76,439730.83,57156
cccb3ef6-d5c4-1704-6865-36b91d25b7d6,2020-05-27,,999-31-8705,,,,Rico947,,Thompson596,,,,white,nonhispanic,M,Oceanside  California  US,697 Hauck Loaf Apt 81,Fontana,California,San Bernardino County,6071,92377,34.14225200367545,-117.39504412680064,687.27,11274.29,4783
8641add6-0c16-bcb4-667b-5f4dada5ad16,2012-12-16,,999-83-9610,,,,Sade71,Elvie131,Gerlach374,,,,asian,nonhispanic,F,Valinda  California  US,573 Davis Ranch,Irvine,California,Orange County,6059,92617,33.71563625336582,-117.80360231421918,69242.72,42901.51,80896
883cc2ee-9e7d-6401-6853-c1c242794754,2018-07-02,,999-73-2802,,,,Hai304,Blake449,Dach178,,,,black,nonhispanic,M,Long Beach  California  US,667 Hills Tunnel,Lancaster,California,Los Angeles County,6037,93534,34.7089499396373,-118.32430043746872,24453.73,1190.01,73709
e171b865-d593-5c88-c119-287fdde87f47,1966-12-08,,999-92-5203,S99919296,X62431061X,Mr.,Marquis364,Doug189,Beahan375,,,M,white,nonhispanic,M,San Diego  California  US,604 Ferry Station,San Francisco,California,San Francisco County,6075,94124,37.813190188724825,-122.4098965752874,168111.03,891187.38,30556
6eee43d7-dc42-bdf9-ad23-b20b6e8c200a,1957-07-01,2025-05-13,999-56-4902,S99963753,X48884574X,Mr.,Felipe97,Morton637,Lynch190,,,S,white,nonhispanic,M,Cobb  California  US,933 Reinger Extension Unit 53,Weaverville,California,Trinity County,6105,96093,40.74804778045206,-122.92137706606687,110975.68,174667.55,38605
3fdd194a-d737-8ede-c230-536e53ecc11b,2019-01-31,,999-69-4818,,,,Janay119,Lisbeth69,Wunsch504,,,,white,hispanic,F,Los Alamitos  California  US,827 Tromp View,Foothill Farms,California,Sacramento County,,00000,38.71043227866531,-121.38925547715981,1575.48,36582.46,23837
6628605d-e700-c2fb-acaf-1a7639d34e9f,1978-06-20,,999-10-8564,S99966042,X17563725X,Mr.,Tyrell880,Oscar384,Berge125,,,D,white,nonhispanic,M,Soledad  California  US,602 Kohler Ville,El Paso de Robles (Paso Robles),California,San Luis Obispo County,6079,93446,35.656757202385556,-120.75836636679851,155712.11,25734.00,129205
1468058a-2ba9-77c5-ec01-1c72e61a9f4c,1988-10-01,,999-80-7428,S99980123,X37426628X,Ms.,Joel444,Buffy238,Hudson301,,,S,black,nonhispanic,F,Elk Grove  California  US,407 Schmidt Grove Suite 14,Los Angeles,California,Los Angeles County,6037,90013,34.143346647898234,-118.41783748647643,126100.65,246747.09,41476
5ffd3b8a-6164-f083-a7d8-abece8c2d9a0,2003-02-19,,999-47-4252,S99956839,X25238165X,Ms.,Margarete324,,Krajcik437,,,,asian,nonhispanic,F,Salinas  California  US,592 Marks Glen,Vallejo,California,Solano County,6095,94534,38.093648962471136,-122.30628774277207,109785.19,143111.38,189144
c6d58f31-f271-fe4a-55de-72d14875881c,1974-04-23,,999-32-3515,S99932765,X5249552X,Mrs.,Margarita164,Susana117,Zaragoza109,,Irizarry542,M,white,hispanic,F,Roseau  Saint George  DM,256 Koepp Wall Unit 26,Modesto,California,Stanislaus County,6099,95355,37.64513511921599,-120.86874037934237,718533.83,539076.09,98490
be40f9c7-6280-5255-ccf6-48ad2581995e,1990-05-19,,999-96-9167,S99978138,X61929154X,Mr.,Claude750,Jordan900,Walsh511,,,M,white,hispanic,M,Santa Ana  California  US,965 Reilly Manor Suite 47,Fresno,California,Fresno County,6019,93727,36.799049024220714,-119.83114893464102,8368.51,209570.77,16329
3a706103-fcf7-22c5-a6e5-53042a2a65bb,1946-04-03,,999-82-3642,S99913026,X29420394X,Mr.,Hobert364,,Heaney114,,,D,white,nonhispanic,M,Arden-Arcade  California  US,465 O'Conner Harbor Suite 33,Foster City,California,San Mateo County,6081,94404,37.59517631453734,-122.24201081485418,193123.15,174951.28,182949
12be183d-b47d-3d54-975b-c6e5adcade64,1955-11-12,2016-05-16,999-17-3430,S99976507,X9207728X,Mrs.,Iluminada398,Lorena247,Torp761,,Mills423,M,white,hispanic,F,Santa Ana  California  US,560 Gulgowski Parade Unit 70,Los Molinos,California,Tehama County,6103,96055,40.1108308358515,-122.09340113896158,17955.07,1529657.62,21487
ec6358f8-0908-2789-03c5-49bccc340415,2011-06-16,,999-42-2197,,,,Perry780,Johnny786,Crooks415,,,,white,hispanic,M,Live Oak  California  US,524 Upton Trailer,Sanger,California,Fresno County,6019,93657,36.73770040397215,-119.52283947944285,45841.66,302436.99,65583
aa1395a3-6b6e-8274-97d5-339f97d996a4,2025-04-05,,999-86-8159,,,,Janiece99,Ghislaine112,Wilkinson796,,,,hawaiian,nonhispanic,F,Fremont  California  US,785 Legros Ville,San Jose,California,Santa Clara County,6085,95070,37.279258859449264,-121.99529591170683,100.00,4299.21,36004
158bd3a4-e436-2949-bc5d-b9add19ac5f1,2017-08-08,,999-13-6858,,,,Maryjane289,Krista314,Donnelly343,,,,white,nonhispanic,F,Menlo Park  California  US,303 Leuschke Flat,Rancho Santa Fe,California,San Diego County,6073,92091,33.056892997443306,-117.20718853528685,1800.00,28761.46,39192
4f9689cc-0839-b732-8c62-1bfcb8598f9c,1992-10-01,,999-28-9795,S99978418,X36300516X,Mr.,David908,Ignacio928,Meza847,,,S,black,hispanic,M,Caguas  Puerto Rico  PR,203 Oberbrunner Landing,Rancho Cucamonga,California,San Bernardino County,6071,91701,34.12227325693401,-117.53862996160281,111027.48,20427.02,55642
04aea23b-fb22-c778-71ff-4a10f38c15d0,1948-03-15,,999-44-5423,S99950357,X35773257X,Mr.,Julio255,Teodoro374,Páez758,,,D,white,hispanic,M,Puebla  Puebla  MX,869 Thiel Promenade,Temecula,California,Riverside County,6065,92596,33.490194407555684,-117.11243710527368,231726.71,222265.62,79216
3fa66bb0-7747-c286-2f23-df3b0c278d0b,1946-04-13,2021-10-11,999-58-1008,S99910832,X35732229X,Mr.,Osvaldo336,,Trantow673,,,M,white,nonhispanic,M,Calexico  California  US,153 Toy Gateway Suite 43,Fresno,California,Fresno County,6019,93612,36.76065597419648,-119.79593030103194,490977.11,1160430.32,53138
2908d33c-42ea-a1ff-a0cf-6d52719b192d,1941-02-07,,999-17-9619,S99950358,X63243553X,Mrs.,Arlinda565,Cherise743,Mohr916,,Hegmann834,M,white,nonhispanic,F,Santa Maria  California  US,344 Raynor Branch,Folsom,California,Sacramento County,6067,95630,38.632492549104235,-121.10219119877394,789896.87,277781.32,59606
127e7894-dad7-3a04-6423-73c3524d2b65,1972-01-02,,999-86-8205,S99937639,X60851498X,Mrs.,Love546,,Hintz995,,Beer512,M,white,hispanic,F,Oxnard  California  US,985 Davis Avenue,Anaheim,California,Orange County,6059,92805,33.81303931904322,-117.96533457596514,312628.59,490876.59,828256
e4b544b3-4871-4b3a-4e71-a2e5e68f6def,1972-11-25,,999-27-7319,S99916108,X7146246X,Mr.,Rashad361,Lesley194,Stokes453,,,M,white,nonhispanic,M,Antioch  California  US,378 Cole Wynd Apt 77,Cathedral City,California,Riverside County,6065,92270,33.757915652949166,-116.47112632926121,8642.99,183848.70,13089
90b5a22c-b3c3-ec4f-80d1-2dd632ad4f8f,1993-11-22,,999-19-9086,S99938270,X84537893X,Mr.,Chauncey770,Tyrone215,Homenick806,,,M,white,hispanic,M,Fremont  California  US,932 Champlin Trace,Los Angeles,California,Los Angeles County,6037,90066,33.69880508246547,-118.32172774631255,5521.10,88732.77,12653
fcc1abec-3ce7-94da-9550-12007e5a3b50,1957-07-01,,999-94-6495,S99912007,X68544920X,Mr.,Byron202,Moshe758,Bradtke547,,,M,white,nonhispanic,M,Watsonville  California  US,323 Ledner Underpass,Weaverville,California,Trinity County,6105,96093,40.8108741311678,-122.91585473283497,153717.08,808184.27,38605
7534049b-1d5d-f9d5-fdd1-6189900218cf,1982-02-18,,999-78-2115,S99926284,X69451746X,Mr.,Emory494,Vaughn909,Baumbach677,,,M,white,hispanic,M,Fairfield  California  US,589 Morissette Orchard Unit 1,Lompoc,California,Santa Barbara County,6083,93436,34.673120123326036,-120.50243642229864,118097.05,7083.44,116802
09133a93-aa0c-e705-f0b1-7f28df40f8a7,1999-04-28,,999-93-5174,S99918094,X35843555X,Ms.,Ami949,Katharyn928,Wuckert783,,,,black,hispanic,F,San Diego  California  US,261 Brakus View,San Lorenzo,California,Alameda County,6001,94580,37.63200303637134,-122.18294977631466,168339.39,668331.80,54178
fe7ce8b9-ba83-f031-e481-ef3f53ba0970,2006-08-23,,999-23-6863,S99960325,,Mr.,Ruben688,Edward499,Koelpin146,,,,white,nonhispanic,M,Santa Rosa  California  US,234 Witting Fork Apt 8,Stockton,California,San Joaquin County,6077,95205,38.053656696935576,-121.26416556040182,74583.23,928432.02,96908
3fb81a2e-2b5e-d126-4062-6aca4ea2de54,1956-08-17,,999-79-5848,S99960543,X28047498X,Mr.,Lucas404,Francisco472,Gallardo890,,,M,white,hispanic,M,Tegucigalpa  Francisco Morazán  HN,134 Metz Byway Unit 2,Long Beach,California,Los Angeles County,6037,90803,33.688405363960825,-118.29087873983265,253879.61,144921.55,55200
3f0c7413-275c-bbf2-7572-a8327f07e37d,1993-09-26,,999-30-5287,S99961827,X781736X,Mrs.,Chrissy459,Vella930,Bogisich202,,Turcotte120,M,black,hispanic,F,Los Angeles  California  US,152 Rutherford Union,Armona,California,Kings County,6031,93202,36.315570023111704,-119.71684733976187,742656.61,62092.24,63786
bfe8a56a-e72c-9f62-23e2-2b43d6bfbd5e,2013-08-18,,999-93-5834,,,,Mickey576,Leonardo412,Kertzmann286,,,,black,hispanic,M,San Jose  California  US,857 Stoltenberg Port,San Diego,California,San Diego County,6073,92126,32.94387781514284,-117.00109297211961,54808.24,13922.73,131672
e47c3628-b600-2f28-9966-7bd43ba021d5,2002-03-16,,999-74-7151,S99912742,X80287123X,Mr.,Julio César525,Rubén780,Solís294,,,,white,hispanic,M,Roseau  Saint George  DM,429 Hackett Union Suite 56,San Diego,California,San Diego County,6073,92071,32.64662356473218,-117.18027439790487,124257.28,933455.14,115830
5e409e16-a0c1-cb4c-172e-a19121ec7c6b,2021-07-02,,999-58-3936,,,,Ernesto186,Jorge Luis88,Serrato62,,,,white,hispanic,M,La Paz  Baja California  MX,479 Wisoky Tunnel Apt 62,Beverly Hills,California,Los Angeles County,6037,90211,34.05614240496129,-118.34123929528693,27057.19,12037.81,136213
9d8404aa-dbd3-35d0-4b99-6bbe8707107b,1971-10-06,,999-29-8513,S99983468,X75260911X,Mrs.,Leon728,Adell482,Fisher429,,Grady603,M,asian,nonhispanic,F,Sun Village  California  US,459 Bernier Ville Apt 89,Roseville,California,Placer County,6061,95678,38.741783426370596,-121.22220518762632,15620.21,1306391.24,10657
c1b4c28a-165d-ab77-53c2-3a221ae39027,2005-07-20,,999-28-6255,S99938935,X38850715X,Ms.,Machelle279,Melita22,Stark857,,,,black,nonhispanic,F,Moreno Valley  California  US,370 Hansen Parade Unit 6,Brentwood,California,Contra Costa County,6013,94513,37.92461298586678,-121.6413544190958,11431.98,93917.39,42013
6badaf41-fd5e-1c79-6be9-a72a0be6deb4,1992-09-03,,999-87-7997,S99968026,X20641137X,Mrs.,Theola421,Zenia843,Howell947,,Hagenes547,M,asian,nonhispanic,F,Poway  California  US,743 D'Amore Spur,San Jose,California,Santa Clara County,6085,95121,37.478655853519896,-121.8575386384545,199601.70,880667.78,114963
ec73d5cb-d3c8-242c-efb6-a61ccf12a1f8,2011-10-06,,999-28-9391,,,,Chas63,Valentine262,Collins926,,,,black,nonhispanic,M,San Diego  California  US,229 Kessler Ramp,Los Angeles,California,Los Angeles County,6037,90210,34.10885306872052,-118.5015573271622,2500.00,59613.21,36690
fc1e4bf6-93d5-08da-0ca3-bc57f488a3f6,1955-11-12,,999-23-8143,S99969610,X37673148X,Ms.,Numbers230,Novella551,Kuphal363,,,S,white,hispanic,F,Glendale  California  US,424 Fay Neck,Los Molinos,California,Tehama County,6103,96055,40.11309226753142,-122.03002196490044,22933.31,2525371.88,21487
c65a40ef-6252-606c-a734-d390b3b1ff73,1960-11-07,2019-05-31,999-91-5014,S99958419,X52850162X,Ms.,Bobette685,Minnie888,Shields502,,,S,white,nonhispanic,F,East Los Angeles  California  US,520 Lebsack Esplanade Unit 44,Folsom,California,Sacramento County,6067,95662,38.72392113952477,-121.2239529245806,213561.31,161519.60,97260
cfffa162-5f66-682d-3a32-bff9674d06fc,2010-01-10,,999-35-6760,S99946576,,,Ana972,Dorotea472,Peres371,,,,white,hispanic,F,San Jose  San Jose  CR,326 Mosciski Estate,View Park-Windsor Hills,California,Los Angeles County,,00000,34.03457808370358,-118.36628069054467,53075.47,49335.05,53851
